airport,n_departures,avg_dep_delay,pct_arr_del15,cancellation_rate
SJU,5631,18.721541466879774,0.27597229621736813,0.008626760563380282
SLC,18182,10.06819931800682,0.18919810801891981,0.006556660474265108
SLN,119,3.361344537815126,0.14285714285714285,0.05555555555555555
SMF,7874,6.847980695961392,0.14198628397256793,0.011549083605322622
SMX,18,49.22222222222222,0.3333333333333333,0.0
SNA,7050,9.779290780141844,0.17148936170212767,0.0094140789658564
SPI,21,25.857142857142858,0.42857142857142855,0.0
SPN,60,-12.083333333333334,0.016666666666666666,0.0
SPS,120,13.05,0.225,0.04
SRQ,3122,12.100896860986547,0.1780909673286355,0.01265022137887413
STC,39,35.56410256410256,0.23076923076923078,0.0
STL,9538,10.543405326064164,0.2040260012581254,0.025143090760425185
STS,481,9.993762993762994,0.19542619542619544,0.008247422680412371
STT,1068,17.376404494382022,0.2612359550561798,0.011111111111111112
STX,283,16.03886925795053,0.2968197879858657,0.0035211267605633804
SUN,485,24.608247422680414,0.20824742268041238,0.016227180527383367
SUX,119,17.932773109243698,0.13445378151260504,0.05555555555555555
SWF,60,40.416666666666664,0.21666666666666667,0.0
SWO,120,11.025,0.125,0.04
SYR,2167,8.164282418089524,0.1688970927549608,0.01589464123524069
TLH,953,6.860440713536201,0.1794333683105981,0.007291666666666667
TOL,79,11.746835443037975,0.25316455696202533,0.0
TPA,13393,9.145225117598745,0.17434480698872545,0.01746020101239821
TRI,353,8.490084985835693,0.1529745042492918,0.013966480446927373
TTN,481,7.837837837837838,0.21621621621621623,0.038
TUL,2363,7.086330935251799,0.1743546339399069,0.014184397163120567
TUS,3053,9.59973796265968,0.17097936455944973,0.006184895833333333
TVC,433,26.97228637413395,0.24249422632794457,0.0420353982300885
TWF,120,0.1,0.125,0.01639344262295082
TXK,127,11.118110236220472,0.2125984251968504,0.045112781954887216
TYR,180,26.9,0.23333333333333334,0.0425531914893617
TYS,2157,9.162726008344924,0.1808066759388039,0.03230148048452221
USA,127,11.125984251968504,0.2204724409448819,0.015503875968992248
VCT,103,20.514563106796118,0.11650485436893204,0.02830188679245283
VEL,52,21.423076923076923,0.11538461538461539,0.0
VLD,120,6.966666666666667,0.09166666666666666,0.0
VPS,1139,10.46180860403863,0.1360842844600527,0.0078397212543554
WRG,118,-1.7033898305084745,0.16101694915254236,0.04065040650406504
XNA,1900,12.81578947368421,0.22421052631578947,0.017580144777662874
XWA,290,25.59655172413793,0.2206896551724138,0.05228758169934641
YAK,118,-2.6186440677966103,0.1694915254237288,0.04838709677419355
YUM,236,4.911016949152542,0.1483050847457627,0.0
